"inventarnyi_nomer","id_katalognoi"
"06:0000861477","1472415"
"06:0000861515","1472440"
"09:0000369561","1472445"
"07:0000550965","1472460"
"05:0000926457","1472461"
"07:0000933067","1472476"
"03:0001363305","1472478"
"05:0000125568","1472478"
"05:0001005515","1472478"
"05:0000665493","1472478"
"05:0000539007","1472478"
"03:0001643045","1472485"
"08:0001054031","1472485"
"09:0000764945","1472492"
"03:0001846486","1472496"
"03:0001843278","1472501"
"09:0000500910","1472503"
"09:0000347424","1472503"
"09:0000350039","1472506"
"05:0000141276","1472509"
"07:0001100895","1472511"
"06:0000861626","1472512"
"01:0001872574","1472519"
"07:0000748309","1472567"
"09:0000347645","1472579"
"09:0000347701","1472585"
"09:0000347958","1472609"
"07:0000551440","1472611"
"07:0001041369","1472623"
"07:0000551500","1472630"
"07:0000551533","1472639"
"18:0000003996","1472673"
"09:0000572442","1472692"
"05:0000926663","1472692"
"08:0001197278","1472692"
"08:0001197282","1472692"
"01:0001990715","1472692"
"06:0000862019","1472726"
"06:0000862002","1472726"
"08:0001306574","1472729"
"05:0000926739","1472759"
"21:0000001783","1472767"
"05:0000926746","1472773"
"01:0001872913","1472783"
"09:0000348193","1472793"
"11:0000095890","1472795"
"11:0000095894","1472795"
"01:0001990802","1472817"
"08:0001202856","1472817"
"06:0001039576","1472817"
"09:0000348263","1472826"
"01:0000086089","1472845"
"06:0000915572","1472849"
"03:0001650031","1472856"
"03:0001050625","1472856"
"08:0001284972","1472856"
"08:0001190316","1472856"
"05:0000768675","1472856"
"02:0001064700","1472856"
"02:0000119130","1472856"
"08:0001227656","1472872"
"11:0000098778","1472875"
"08:0000011151","1472875"
"06:0000862269","1472884"
"01:0001420875","1472884"
"09:0000348463","1472894"
"06:0000862288","1472895"
"05:0000781665","1472906"
"09:0000334897","1472906"
"03:0001579277","1472906"
"06:0000862319","1472911"
"09:0000348562","1472921"
"07:0000739445","1472922"
"07:0000185216","1472922"
"03:0001559565","1472922"
"02:0000350362","1472922"
"04:0000919342","1472955"
"09:0000596395","1472956"
"09:0000728872","1472970"
"06:0001027108","1472988"
"07:0000902757","1473000"
"08:0001250460","1473000"
"09:0000443356","1473002"
"09:0000677368","1473019"
"09:0000526462","1473019"
"01:0001873152","1473022"
"06:0000970750","1473040"
"05:0000935311","1473046"
"02:0000141573","1473049"
"02:0000049455","1473049"
"06:0000082623","1473049"
"06:0000271360","1473049"
"01:0001238072","1473049"
"01:0000269105","1473049"
"01:0000163201","1473049"
"01:0000451479","1473049"
"09:0000348928","1473054"
"09:0000348929","1473056"
"04:0000340045","1473058"
"04:0000559157","1473058"
"04:0000533480","1473058"
"07:0000411382","1473058"
"09:0000418739","1473061"
"07:0000859379","1473061"
"06:0000862578","1473066"
"09:0000349021","1473078"
"09:0000349060","1473088"
"06:0000862624","1473091"
"11:0000095941","1473097"
"07:0000858867","1473099"
"09:0000349198","1473148"
"09:0000542376","1473162"
"06:0000862700","1473162"
"08:0001312636","1473190"
"05:0000927103","1473200"
"06:0000862774","1473206"
"07:0000934212","1473211"
"09:0000755294","1473215"
"03:0001554261","1473236"
"03:0001554252","1473236"
"03:0001554249","1473236"
"05:0001043083","1473266"
"08:0001221907","1473278"
"09:0000349481","1473282"
"07:0000598981","1473284"
"09:0000349548","1473316"
"09:0000617272","1473324"
"06:0000035950","1473340"
"05:0000927200","1473356"
"09:0000874433","1473372"
"05:0000933630","1473378"
"09:0000349809","1473405"
"09:0000349842","1473419"
"01:0000694348","1473426"
"01:0000694323","1473426"
"01:0000694384","1473426"
"05:0000827101","1473426"
"05:0000379248","1473426"
"05:0000422820","1473426"
"03:0000774406","1473426"
"03:0001868320","1473426"
"03:0001763241","1473426"
"03:0001047733","1473426"
"01:0001672812","1473429"
"06:0000863155","1473437"
"05:0000927271","1473447"
"08:0000931232","1473451"
"08:0000920428","1473451"
"08:0000920420","1473451"
"06:0000861691","1473451"
"01:0001494988","1473451"
"01:0001369857","1473451"
"01:0001369864","1473451"
"01:0000847210","1473451"
"02:0000518301","1473451"
"02:0000607084","1473451"
"05:0000451752","1473451"
"05:0000579457","1473451"
"09:0000907693","1473451"
"07:0001038651","1473451"
"03:0000542484","1473451"
"03:0001712938","1473451"
"03:0000094094","1473451"
"08:0000949521","1473459"
"09:0000349972","1473466"
"05:0000927318","1473488"
"06:0000863224","1473497"
"09:0000831421","1473522"
"06:0001057745","1473526"
"Б06:00038610","1473527"
"09:0000350158","1473529"
"06:0001139753","1473533"
"05:0000927364","1473540"
"10:0000042344","1473556"
"05:0000927452","1473556"
"10:0000243962","1473556"
"08:0001145725","1473560"
"07:0000553604","1473588"
"08:0000949702","1473612"
"01:0001088775","1473622"
"03:0001597187","1473622"
"06:0001091531","1473634"
"09:0000350499","1473681"
"07:0000676257","1473689"
"06:0000863754","1473706"
"06:0000863744","1473706"
"06:0000906453","1473707"
"08:0001128284","1473708"
"06:0000863540","1473710"
"06:0000863563","1473722"
"06:0000863587","1473733"
"09:0000518902","1473746"
"02:0000306221","1473746"
"04:0000872484","1473746"
"04:0000819012","1473746"
"05:0000927636","1473755"
"06:0000863658","1473779"
"06:0000863668","1473786"
"09:0000350769","1473789"
"06:0000863684","1473798"
"06:0000863690","1473801"
"05:0000862792","1473815"
"06:0000863728","1473822"
"06:0000863730","1473823"
"09:0000350871","1473836"
"07:0000661771","1473872"
"08:0000975599","1473872"
"08:0001285707","1473892"
"09:0000857893","1473894"
"09:0000350995","1473897"
"05:0000927701","1473899"
"05:0001050136","1473900"
"01:0001874030","1473903"
"01:0001360521","1473918"
"04:0000460132","1473918"
"04:0000529327","1473918"
"05:0000927723","1473920"
"09:0000751622","1473937"
"07:0000659085","1473947"
"09:0000354679","1473947"
"06:0001110403","1473948"
"06:0001077532","1473960"
"08:0001111541","1473969"
"06:0000863978","1473972"
"05:0001113693","1473987"
"Б06:00038717","1473990"
"09:0000351177","1473992"
"07:0000818831","1473996"
"06:0000894303","1474050"
"09:0000351335","1474059"
"06:0001139685","1474064"
"05:0000927855","1474067"
"06:0000864133","1474069"
"07:0000554578","1474089"
"09:0000270644","1474089"
"06:0000864188","1474101"
"06:0000900462","1474125"
"09:0000351576","1474151"
"Б07:00016505","1474157"
"Б07:00031090","1474157"
"Б07:00016500","1474163"
"07:0001104141","1474184"
"07:0000977175","1474206"
"19:0000028437","1474219"
"09:0000645284","1474241"
"07:0000911934","1474261"
"06:0000074860","1474271"
"01:0001874364","1474287"
"09:0000841746","1474297"
"04:0001007737","1474302"
"01:0000144375","1474303"
"07:0000555055","1474304"
"06:0000864443","1474312"
"06:0000864542","1474365"
"06:0000864561","1474380"
"09:0000690436","1474380"
"09:0000711702","1474385"
"07:0001017348","1474385"
"06:0000968296","1474387"
"01:0001726893","1474394"
"05:0000943252","1474394"
"05:0000113333","1474394"
"02:0001291925","1474414"
"07:0000611966","1474439"
"07:0000688739","1474463"
"09:0000831380","1474463"
"08:0000950810","1474471"
"09:0000432599","1474476"
"07:0000611767","1474492"
"05:0000478084","1474493"
"09:0000494126","1474500"
"11:0000061856","1474536"
"04:0001006601","1474565"
"08:0001158000","1474568"
"09:0000352661","1474572"
"06:0000907807","1474577"
"08:0000950893","1474579"
"04:0001006607","1474580"
"09:0000352720","1474586"
"09:0000658938","1474596"
"06:0000864722","1474596"
"09:0000352779","1474599"
"09:0000352820","1474600"
"03:0001277692","1474638"
"02:0000308057","1474638"
"02:0001356204","1474638"
"10:0000246078","1474638"
"09:0000881288","1474644"
"06:0001006627","1474644"
"05:0000928057","1474647"
"08:0000308355","1474666"
"08:0000185126","1474666"
"01:0000071661","1474666"
"01:0000104200","1474666"
"01:0000441268","1474666"
"06:0000333101","1474666"
"06:0000172650","1474666"
"02:0000033227","1474666"
"04:0000381008","1474666"
"05:0000963687","1474666"
"05:0000385031","1474666"
"05:0000244284","1474666"
"05:0000365664","1474666"
"03:0000879359","1474666"
"07:0000784249","1474666"
"09:0000761012","1474679"
"09:0000431523","1474687"
"03:0001425923","1474689"
"03:0001549563","1474689"
"Б05:00021707","1474689"
"05:0001048441","1474689"
"01:0000841512","1474689"
"01:0001374246","1474689"
"01:0001899132","1474689"
"01:0001044616","1474689"
"06:0000386038","1474689"
"06:0000272702","1474689"
"08:0000889044","1474689"
"01:0001874795","1474690"
"05:0000928087","1474700"
"04:0000069502","1474730"
"04:0000120902","1474730"
"09:0000523031","1474735"
"07:0001042220","1474749"
"07:0000586523","1474749"
"21:0000009048","1474767"
"07:0001109942","1474775"
"09:0000353225","1474776"
"09:0000353272","1474794"
"05:0000928188","1474821"
"03:0001843243","1474833"
"10:0000326999","1474840"
"10:0000232282","1474864"
"04:0000792115","1474864"
"08:0001279397","1474886"
"09:0000691819","1474905"
"06:0000966005","1474906"
"Б07:00030931","1474929"
"05:0000763587","1474944"
"08:0000989833","1474944"
"Б07:00029705","1474977"
"05:0000928306","1474986"
"Б06:00046606","1474987"
"Б07:00029707","1474987"
"Б07:00029721","1475013"
"09:0000353929","1475014"
"09:0000353930","1475021"
"08:0000951106","1475035"
"Б07:00015087","1475055"
"Б09:00023751","1475055"
"09:0000354202","1475105"
"09:0000721350","1475113"
"08:0001291694","1475113"
"09:0000759163","1475122"
"07:0000556815","1475126"
"09:0000373704","1475139"
"09:0000354280","1475139"
"05:0000928460","1475166"
"Б07:00015104","1475187"
"09:0000354410","1475199"
"07:0001089384","1475250"
"09:0000354582","1475259"
"09:0000354608","1475269"
"05:0001027213","1475284"
"07:0000987856","1475291"
"09:0000519406","1475295"
"06:0000118907","1475296"
"06:0000865218","1475298"
"07:0000557221","1475302"
"09:0000761716","1475312"
"04:0001006678","1475314"
"07:0000557256","1475319"
"07:0000673218","1475321"
"06:0000865270","1475343"
"Б07:00015151","1475352"
"01:0001875116","1475386"
"09:0000354978","1475396"
"07:0000694038","1475410"
"09:0000355100","1475443"
"06:0000865451","1475446"
"07:0000694837","1475464"
"01:0000944591","1475480"
"08:0000242428","1475480"
"01:0000963227","1475480"
"01:0001095491","1475480"
"01:0000963223","1475480"
"01:0000429638","1475480"
"06:0000866274","1475480"
"03:0000497063","1475480"
"03:0001559721","1475480"
"02:0000655333","1475480"
"02:0000047182","1475480"
"02:0000124252","1475480"
"02:0001235313","1475480"
"Б05:00014538","1475480"
"07:0000557855","1475515"
"01:0001150972","1475517"
"09:0000502782","1475520"
"09:0000324080","1475520"
"09:0000651700","1475538"
"05:0000957855","1475538"
"03:0001818168","1475545"
"01:0001879852","1475545"
"04:0000457210","1475545"
"05:0000735694","1475545"
"07:0000984324","1475549"
"06:0000865657","1475549"
"08:0001244163","1475549"
"07:0000727568","1475551"
"09:0000721101","1475560"
"09:0000477360","1475564"
"07:0000714225","1475565"
"06:0000865718","1475587"
"05:0000928759","1475594"
"09:0000355545","1475599"
"09:0000068719","1475610"
"03:0000084194","1475610"
"01:0001404471","1475610"
"06:0000726728","1475610"
"06:0000796572","1475610"
"05:0000907793","1475610"
"09:0000356334","1475615"
"03:0001843251","1475616"
"05:0000928770","1475619"
"08:0000951635","1475624"
"06:0000307785","1475706"
"09:0000355805","1475717"
"07:0000677244","1475718"
"07:0000558460","1475718"
"07:0000738720","1475727"
"08:0001053121","1475755"
"09:0000355914","1475767"
"06:0001029941","1475787"
"10:0000327012","1475798"
"06:0000866044","1475800"
"09:0000900081","1475806"
"06:0001001203","1475813"
"01:0001875504","1475845"
"03:0001630455","1475854"
"03:0000928532","1475854"
"04:0000191821","1475854"
"06:0000866139","1475855"
"07:0000894013","1475863"
"06:0000866162","1475876"
"09:0000746808","1475877"
"08:0000951954","1475902"
"06:0000866225","1475925"
"07:0001099308","1475936"
"09:0000454495","1475944"
"09:0000471696","1475944"
"16:0000002402","1475951"
"09:0000378212","1475952"
"09:0000356372","1475956"
"09:0000566595","1475956"
"06:0000866267","1475957"
"06:0001095659","1475969"
"09:0000783928","1475969"
"09:0000783935","1475969"
"07:0000559021","1475970"
"07:0000707902","1475970"
"07:0000928484","1475997"
"07:0000241351","1476019"
"08:0001235231","1476030"
"08:0001098121","1476031"
"08:0000971276","1476031"
"09:0000783902","1476031"
"10:0000298752","1476038"
"08:0000989840","1476046"
"07:0000876522","1476046"
"09:0000356644","1476050"
"05:0000932991","1476052"
"06:0000495327","1476062"
"01:0001126570","1476062"
"03:0001006982","1476062"
"07:0000158731","1476086"
"06:0000908781","1476088"
"09:0000356745","1476097"
"07:0000394525","1476106"
"09:0000425574","1476108"
"03:0001792559","1476108"
"04:0000143273","1476108"
"03:0000324265","1476113"
"09:0000693294","1476115"
"06:0000816983","1476121"
"05:0001052931","1476127"
"08:0000981805","1476135"
"02:0000294503","1476135"
"09:0000288231","1476140"
"07:0000559480","1476140"
"05:0000451373","1476142"
"01:0001678140","1476145"
"08:0000981367","1476145"
"08:0000766274","1476145"
"09:0000642857","1476145"
"07:0000559516","1476161"
"09:0000356916","1476169"
"07:0000720167","1476185"
"06:0000877101","1476197"
"09:0000220383","1476201"
"07:0000931003","1476205"
"07:0000942958","1476205"
"07:0001078502","1476211"
"05:0000597400","1476223"
"05:0000502508","1476223"
"08:0000407788","1476223"
"08:0000177356","1476223"
"08:0000978709","1476234"
"05:0000929134","1476244"
"05:0000929143","1476255"
"09:0000357173","1476266"
"08:0000978718","1476268"
"08:0001216071","1476271"
"06:0000866803","1476274"
"06:0000866830","1476295"
"05:0000929187","1476303"
"09:0000630858","1476315"
"09:0000624490","1476315"
"05:0000588208","1476315"
"08:0000781727","1476315"
"09:0000735335","1476326"
"08:0001188859","1476329"
"07:0000873431","1476337"
"09:0000908904","1476348"
"05:0000929220","1476350"
"06:0000866938","1476352"
"07:0000702937","1476371"
"09:0000656979","1476386"
"07:0000003415","1476390"
"09:0000044670","1476390"
"03:0001288505","1476390"
"08:0000096647","1476390"
"01:0000317424","1476390"
"06:0000053232","1476390"
"05:0000099484","1476390"
"05:0000487745","1476390"
"05:0000218931","1476390"
"05:0000929240","1476408"
"05:0000929249","1476430"
"09:0000357569","1476438"
"07:0000560198","1476441"
"07:0000692501","1476449"
"09:0000357608","1476450"
"05:0000929276","1476468"
"07:0001065793","1476502"
"06:0000867203","1476524"
"06:0000867217","1476528"
"05:0001090947","1476532"
"06:0000867292","1476551"
"06:0001089742","1476556"
"07:0000768097","1476559"
"07:0000560521","1476560"
"08:0001104271","1476573"
"05:0000929363","1476589"
"09:0000358094","1476602"
"06:0000880596","1476608"
"06:0000867504","1476619"
"01:0001378908","1476622"
"02:0001004726","1476622"
"01:0001876171","1476629"
"07:0000561019","1476642"
"08:0000618151","1476646"
"01:0001629347","1476646"
"01:0001105581","1476646"
"01:0001882875","1476666"
"07:0000801229","1476677"
"09:0000358276","1476678"
"06:0000867723","1476703"
"07:0000900184","1476706"
"08:0000952776","1476725"
"07:0000050179","1476729"
"08:0001277898","1476729"
"08:0001144038","1476742"
"09:0000790196","1476773"
"08:0000954272","1476805"
"Б06:00039443","1476808"
"Б06:00039205","1476815"
"08:0001019248","1476825"
"09:0000799335","1476831"
"06:0000868010","1476836"
"06:0000868026","1476848"
"03:0000170484","1476861"
"09:0000368103","1476861"
"04:0000987657","1476861"
"02:0000213661","1476861"
"01:0000781480","1476861"
"08:0001233580","1476861"
"08:0001288895","1476861"
"06:0000868081","1476881"
"09:0000759018","1476926"
"08:0000985079","1476926"
"06:0000976750","1476927"
"09:0000358869","1476931"
"01:0001876476","1476936"
"01:0000085247","1476951"
"09:0000373597","1476951"
